label,text
spam,Congratulations! You won $63490 cash prize. Click now!
spam,Get rich quickly with this secret method.
ham,"Dinner is ready, come home soon."
spam,Claim your free iPhone today.
spam,Get rich quickly with this secret method.
ham,Happy birthday! Have a great day.
spam,Limited time offer! Buy now and save huge.
ham,Let's attend the class together. Vote would not travel edge.
ham,Your order has been delivered successfully.
ham,Meeting has been shifted to 3 PM. Strategy herself plan site even view.
ham,Let's attend the class together. New federal finally continue concern.
ham,"Dinner is ready, come home soon. Lead ten institution man rule."
ham,"Dinner is ready, come home soon. Capital for effort current civil official."
ham,Your order has been delivered successfully. Treat instead three cell beat current affect TV.
spam,Limited time offer! Buy now and save huge.
spam,Congratulations! You won $83138 cash prize. Click now!
spam,Get rich quickly with this secret method.
ham,"Hey, are we meeting tomorrow?"
spam,Exclusive deal just for you. Click the link.
ham,"Dinner is ready, come home soon."
spam,Exclusive deal just for you. Click the link.
ham,Meeting has been shifted to 3 PM.
ham,"Dinner is ready, come home soon."
spam,Your account has been selected for a free reward.
spam,Your account has been selected for a free reward.
spam,Get rich quickly with this secret method.
ham,"Hey, are we meeting tomorrow?"
ham,Thanks for helping me yesterday. Information half them especially poor who reach.
spam,Get rich quickly with this secret method.
spam,Free vacation tickets available now.
ham,Don't forget the project submission. Serve car four group end whole tend.
spam,Your account has been selected for a free reward.
ham,Happy birthday! Have a great day.
spam,You have won a lottery worth $25451.
spam,Free vacation tickets available now.
ham,"Hey, are we meeting tomorrow? Five important by benefit option per then."
spam,Your account has been selected for a free reward.
spam,Get rich quickly with this secret method.
ham,Your order has been delivered successfully. Keep note action why glass.
spam,Congratulations! You won $32883 cash prize. Click now!
ham,"Dinner is ready, come home soon."
spam,Exclusive deal just for you. Click the link.
ham,Don't forget the project submission.
spam,Exclusive deal just for you. Click the link.
spam,Exclusive deal just for you. Click the link.
spam,Claim your free iPhone today.
ham,Please send me the assignment notes.
ham,"Dinner is ready, come home soon. Growth sea plant despite successful."
spam,Earn money fast from home without investment.
ham,"Hey, are we meeting tomorrow? Eight describe our far end behind."
spam,Exclusive deal just for you. Click the link.
spam,Claim your free iPhone today.
spam,Get rich quickly with this secret method.
ham,Your order has been delivered successfully. Town pay anything history.
ham,Can you call me when you are free? Artist relationship commercial.
spam,Claim your free iPhone today.
ham,Meeting has been shifted to 3 PM. Sell federal our wear establish scene.
ham,Please send me the assignment notes. End case take society reduce threat seven.
spam,Claim your free iPhone today.
ham,Don't forget the project submission.
ham,Happy birthday! Have a great day. Order somebody religious.
spam,Limited time offer! Buy now and save huge.
ham,Let's attend the class together. Force enjoy someone sense ability budget.
spam,Urgent! Verify your bank account immediately.
ham,Please send me the assignment notes. Feel reality movie market.
spam,Exclusive deal just for you. Click the link.
ham,"Dinner is ready, come home soon."
ham,Please send me the assignment notes. Task ask beat gas.
ham,"Hey, are we meeting tomorrow?"
spam,Limited time offer! Buy now and save huge.
ham,Please send me the assignment notes.
spam,Your account has been selected for a free reward.
ham,Meeting has been shifted to 3 PM.
ham,Don't forget the project submission. Very represent ahead garden.
spam,Urgent! Verify your bank account immediately.
ham,Don't forget the project submission.
ham,Can you call me when you are free?
ham,Can you call me when you are free?
ham,"Dinner is ready, come home soon. Training respond trouble will late."
ham,Thanks for helping me yesterday.
spam,Free vacation tickets available now.
spam,You have won a lottery worth $9173.
spam,Exclusive deal just for you. Click the link.
spam,Congratulations! You won $20354 cash prize. Click now!
ham,Your order has been delivered successfully.
spam,Congratulations! You won $57160 cash prize. Click now!
spam,Free vacation tickets available now.
ham,"Dinner is ready, come home soon."
ham,Meeting has been shifted to 3 PM.
ham,"Hey, are we meeting tomorrow?"
spam,You have won a lottery worth $86941.
ham,Thanks for helping me yesterday. Point institution arrive could.
ham,"Dinner is ready, come home soon. Day mind research care it."
spam,Earn money fast from home without investment.
ham,Your order has been delivered successfully. Positive necessary item.
spam,Limited time offer! Buy now and save huge.
ham,Thanks for helping me yesterday. Finally want record understand camera.
spam,Urgent! Verify your bank account immediately.
spam,Your account has been selected for a free reward.
ham,"Hey, are we meeting tomorrow?"
ham,Let's attend the class together.
spam,Earn money fast from home without investment.
spam,Free vacation tickets available now.
spam,Free vacation tickets available now.
spam,Limited time offer! Buy now and save huge.
ham,"Dinner is ready, come home soon."
ham,Don't forget the project submission. Color father training enter.
spam,Claim your free iPhone today.
spam,Free vacation tickets available now.
ham,"Hey, are we meeting tomorrow? For pretty issue sign second score."
spam,Claim your free iPhone today.
ham,"Hey, are we meeting tomorrow?"
ham,Let's attend the class together.
ham,Can you call me when you are free? Word body more quickly yes total.
ham,"Dinner is ready, come home soon. History occur argue."
ham,"Dinner is ready, come home soon."
ham,Don't forget the project submission.
spam,Urgent! Verify your bank account immediately.
spam,Urgent! Verify your bank account immediately.
spam,Exclusive deal just for you. Click the link.
ham,Meeting has been shifted to 3 PM. Oil throughout travel product.
spam,Limited time offer! Buy now and save huge.
spam,Urgent! Verify your bank account immediately.
spam,Exclusive deal just for you. Click the link.
ham,Happy birthday! Have a great day. Case civil guy.
spam,You have won a lottery worth $69620.
ham,Don't forget the project submission. Night product foot professional.
spam,Claim your free iPhone today.
ham,Don't forget the project submission.
ham,Thanks for helping me yesterday. Deep cause himself everyone peace modern.
ham,Please send me the assignment notes. We actually business if ahead to and team.
ham,Happy birthday! Have a great day.
spam,Get rich quickly with this secret method.
spam,You have won a lottery worth $23588.
spam,Free vacation tickets available now.
ham,"Hey, are we meeting tomorrow? Anything increase spring quality try deal."
spam,You have won a lottery worth $33035.
spam,Limited time offer! Buy now and save huge.
ham,Let's attend the class together. Which care material memory although scientist usually research.
spam,Get rich quickly with this secret method.
ham,"Hey, are we meeting tomorrow?"
ham,Can you call me when you are free?
spam,Earn money fast from home without investment.
spam,Exclusive deal just for you. Click the link.
ham,"Dinner is ready, come home soon. Left happy rest."
spam,Your account has been selected for a free reward.
ham,"Hey, are we meeting tomorrow? Eat hot never reduce."
spam,You have won a lottery worth $92918.
ham,Thanks for helping me yesterday. Rather will may.
spam,Exclusive deal just for you. Click the link.
spam,You have won a lottery worth $98867.
spam,Earn money fast from home without investment.
ham,Meeting has been shifted to 3 PM. Case man event very create decide.
ham,"Dinner is ready, come home soon."
